max_vibr,max_f1,max_f2,max_f3,max_dist,min_vibr,min_dist,mean_vibr,mean_dist,std_vibr,std_dist,labels
436.0,133.0,242.0,218.0,48.0,243.0,40.0,339.76,45.14,43.58029830095246,1.5557634781675522,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,339.67,45.15,43.402777560888886,1.5644487847162019,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,339.81,45.14,43.6737209314709,1.5621779668142808,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,339.84,45.13,43.68105310085827,1.56623752987853,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,339.48,45.15,43.90842288217603,1.5771810295587507,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,338.59,45.16,44.54303424779233,1.566652482205291,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,337.54,45.14,44.41473179025176,1.5557634781675522,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,337.22,45.1,44.31649354360067,1.6093476939431082,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,337.01,45.09,44.14849827570582,1.6068291757371096,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,337.23,45.06,44.54477634919722,1.5988746042138515,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,337.59,45.09,44.71087004297724,1.6068291757371098,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,337.18,45.07,44.87457632111973,1.59533695500355,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,336.11,45.08,45.65805405402206,1.5854336946085132,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,334.87,45.05,45.3717213691524,1.5771810295587503,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,334.19,45.01,45.13927225820106,1.6278513445643616,1.0
436.0,133.0,242.0,218.0,48.0,243.0,40.0,334.71,45.02,45.478411361875864,1.630828010551695,1.0
454.0,133.0,242.0,218.0,48.0,243.0,40.0,335.73,45.0,46.97400451313471,1.6186414056238645,1.0
454.0,133.0,242.0,218.0,48.0,243.0,40.0,336.81,45.0,47.22005823799881,1.6186414056238645,1.0
454.0,133.0,242.0,218.0,48.0,243.0,40.0,337.05,44.99,47.06769061681272,1.6093166251549134,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,336.3,45.02,47.98572704461192,1.599874995116806,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,335.31,45.01,48.586560899079906,1.5905659370173875,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,334.69,45.01,48.71400106745493,1.5905659370173875,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,334.74,45.05,48.69119427576202,1.6147755261955143,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,334.52,45.07,48.707592837256904,1.6140322177701407,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,334.35,45.08,48.745743403911696,1.6104657711357915,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,334.38,45.08,48.720587024378105,1.6104657711357915,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,333.92,45.1,49.285226995520674,1.6217274740226855,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,333.37,45.12,49.80856452458753,1.6326665305566843,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,333.03,45.1,49.86450741760115,1.6217274740226855,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,333.18,45.09,49.8596791004515,1.625392260348252,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,333.29,45.09,49.89114049608407,1.625392260348252,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,332.85,45.09,49.81232277258309,1.625392260348252,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,332.87,45.05,49.80193871728288,1.6515144564913746,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,332.73,45.07,49.91089159692501,1.6507876907706815,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,331.98,45.08,50.535923856203524,1.6533602148352307,1.0
454.0,133.0,242.0,218.0,48.0,241.0,40.0,331.17,45.09,50.5371259570625,1.6558683522550939,1.0
454.0,133.0,240.0,218.0,48.0,241.0,40.0,330.82,45.1,50.49205482053588,1.6583123951777,1.0
454.0,133.0,240.0,218.0,48.0,241.0,40.0,331.1,45.1,50.575389271858306,1.6583123951777,1.0
454.0,133.0,240.0,218.0,48.0,241.0,40.0,330.45,45.08,49.88013131498352,1.6714065932620943,1.0
454.0,133.0,240.0,218.0,48.0,241.0,40.0,329.67,45.09,49.771488826435565,1.6738876903783,1.0
454.0,133.0,240.0,218.0,48.0,241.0,40.0,328.79,45.07,50.425448932062075,1.6628589837986862,1.0
454.0,133.0,240.0,218.0,48.0,212.0,40.0,327.71,45.05,51.74152974159153,1.6635804759614128,1.0
454.0,133.0,240.0,218.0,48.0,212.0,40.0,326.91,45.05,51.885276331537455,1.6635804759614128,1.0
454.0,133.0,240.0,218.0,48.0,212.0,40.0,326.32,45.0,51.761352378004965,1.7088007490635062,1.0
454.0,133.0,240.0,218.0,48.0,212.0,40.0,326.78,45.03,51.80976355861894,1.6997352735058482,1.0
454.0,133.0,240.0,218.0,48.0,212.0,40.0,326.82,45.01,51.83075920725067,1.6999705879808626,1.0
454.0,133.0,240.0,218.0,48.0,212.0,40.0,326.6,45.05,51.85074734273364,1.699264546796643,1.0
454.0,133.0,240.0,218.0,48.0,212.0,40.0,325.93,45.06,52.40043034174433,1.7077470538695125,1.0
454.0,133.0,240.0,218.0,48.0,198.0,40.0,324.62,45.08,53.92268168405573,1.6951696080333671,1.0
454.0,133.0,240.0,218.0,48.0,198.0,40.0,323.33,45.06,54.64687639746666,1.719418506356146,1.0
454.0,133.0,240.0,218.0,48.0,198.0,40.0,322.24,45.07,54.39266862362979,1.7161293657530599,1.0
454.0,133.0,240.0,218.0,48.0,198.0,40.0,321.66,45.07,53.974664426932755,1.71612936575306,1.0
454.0,133.0,240.0,218.0,48.0,198.0,40.0,321.51,45.08,53.877545415506816,1.7186040847152668,1.0
454.0,133.0,240.0,218.0,48.0,198.0,40.0,321.75,45.11,53.88364779782453,1.708186172523358,1.0
454.0,133.0,240.0,218.0,48.0,198.0,40.0,321.89,45.17,53.772278173795094,1.6676630355080728,1.0
454.0,133.0,240.0,218.0,48.0,198.0,40.0,321.1,45.17,54.646591842492796,1.6676630355080728,1.0
454.0,133.0,240.0,218.0,48.0,198.0,40.0,320.07,45.17,55.45272851717938,1.6676630355080728,1.0
454.0,133.0,240.0,218.0,48.0,198.0,40.0,319.41,45.2,55.46153531953475,1.6911534525287764,1.0
454.0,133.0,240.0,218.0,48.0,198.0,40.0,319.28,45.19,55.45648384093604,1.68934898703613,1.0
454.0,133.0,240.0,216.0,48.0,198.0,40.0,319.91,45.17,55.20490829627379,1.6914786430812538,1.0
454.0,133.0,240.0,216.0,48.0,198.0,40.0,320.39,45.17,54.95086805501802,1.6914786430812538,1.0
454.0,133.0,240.0,216.0,48.0,198.0,40.0,320.58,45.16,54.71529585042926,1.6835676404587965,1.0
454.0,133.0,240.0,216.0,48.0,191.0,40.0,319.76,45.14,56.02108888623997,1.6614451540752104,1.0
454.0,133.0,240.0,216.0,48.0,169.0,40.0,318.47,45.14,57.959029494980335,1.6614451540752107,1.0
454.0,133.0,240.0,216.0,48.0,169.0,40.0,317.58,45.11,58.471562318788784,1.654660085939103,1.0
454.0,133.0,240.0,216.0,48.0,169.0,40.0,316.95,45.12,58.49057616402834,1.6569852141766386,1.0
454.0,133.0,240.0,216.0,48.0,169.0,40.0,316.91,45.12,58.490528293049294,1.6569852141766386,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,316.6,45.12,58.27417953090373,1.6569852141766386,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,316.25,45.11,57.99075357330684,1.654660085939103,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,315.4,45.1,58.098020620327496,1.6583123951776997,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,314.13,45.06,59.20804928386004,1.6841615124446943,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,313.38,45.08,59.160591612998594,1.6951696080333671,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,312.57,45.08,58.39542019713533,1.6951696080333674,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,311.69,45.02,57.608453372747306,1.7319353336657808,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,311.62,45.02,57.57947203648189,1.7319353336657808,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,312.92,45.01,58.26914792581062,1.7521130100538604,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,313.46,44.97,58.118916025679624,1.7289013852733186,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,312.48,44.93,59.08832033490205,1.7507426995421114,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,310.99,44.94,60.218185791337156,1.7482562741200158,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,309.33,44.91,60.16744219260114,1.721017141111616,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,307.64,44.93,59.43223367836682,1.6867424225411538,1.0
454.0,133.0,242.0,216.0,48.0,169.0,40.0,306.86,44.91,59.35672160758207,1.6976159754196471,1.0
454.0,133.0,242.0,216.0,48.0,169.0,41.0,307.79,44.96,59.982880057563094,1.6243152403397563,1.0
454.0,133.0,242.0,216.0,48.0,169.0,41.0,308.68,44.96,59.97197345427279,1.6243152403397563,1.0
454.0,133.0,242.0,216.0,48.0,169.0,41.0,307.93,44.96,60.50491798192937,1.6243152403397563,1.0
454.0,133.0,242.0,216.0,48.0,169.0,41.0,306.83,45.03,61.25260076111055,1.6028412273210344,1.0
454.0,133.0,242.0,216.0,48.0,169.0,41.0,306.11,45.02,60.857192672682494,1.6061133210331084,1.0
454.0,133.0,242.0,216.0,48.0,169.0,41.0,304.82,45.05,59.440958942466594,1.633248297106108,1.0
454.0,133.0,242.0,216.0,48.0,169.0,41.0,304.1,45.04,58.99669482267629,1.6304600577751054,1.0
454.0,133.0,242.0,216.0,48.0,169.0,41.0,304.98,45.03,59.81822130421465,1.621449968392488,1.0
454.0,133.0,242.0,216.0,48.0,169.0,41.0,306.63,45.02,60.63178291952167,1.6246845847733031,1.0
454.0,133.0,242.0,216.0,48.0,169.0,41.0,306.69,45.0,60.60737496377813,1.61245154965971,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,305.38,44.98,61.668757081686024,1.6123275101541872,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,303.91,44.96,61.76748254543,1.6119553343687907,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,302.12,44.96,60.759901250742665,1.6119553343687907,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,300.55,44.96,59.97539078655512,1.6119553343687907,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,300.45,44.97,59.92952110604589,1.6090680532531867,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,301.71,44.98,60.53450173248311,1.6123275101541872,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,301.96,44.99,60.44632660468293,1.6155184926208677,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,300.85,44.99,61.33781460078277,1.6155184926208677,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,299.3,45.01,61.50373972369485,1.6155184926208674,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,297.55,44.97,60.497499948344974,1.6152708751166165,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,295.84,44.94,59.10189844666582,1.6420718620084809,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,295.09,44.97,58.859849643029165,1.6519987893458035,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,295.46,44.92,58.96802862568834,1.665412861725284,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,295.49,44.93,58.952267980121,1.6628589837986865,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,294.28,44.94,60.25928642126457,1.666253282067285,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,292.63,44.97,61.37045787673415,1.621449968392488,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,291.27,44.98,61.32501202608932,1.6246845847733034,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,289.41,44.96,59.95516574908287,1.6487571076419958,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,288.31,44.96,59.36256311851772,1.6487571076419958,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,288.34,44.95,59.368715667428745,1.6515144564913744,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,288.68,44.92,59.24540150931548,1.6951696080333671,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,288.12,44.94,59.55086565281818,1.6959952830123084,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,286.97,44.99,60.109143231292194,1.6522409025320732,1.0
454.0,130.0,242.0,216.0,48.0,169.0,41.0,285.64,44.98,59.2804385948687,1.6491209779758431,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,283.7,44.99,56.86413632510389,1.6522409025320735,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,282.36,45.05,55.650070979289865,1.6147755261955143,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,281.87,45.06,55.54091374833511,1.6236994795835835,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,282.06,45.06,55.43317057502665,1.6236994795835835,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,281.53,45.06,55.92145473787319,1.6236994795835835,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,280.31,45.06,56.957298917697976,1.6236994795835835,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,279.66,45.05,56.9285903566916,1.6085707942145413,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,279.22,45.05,56.784959276202706,1.6085707942145413,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,278.81,45.07,56.673043856846085,1.6202160349780517,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,278.73,45.05,56.65577728705167,1.620956507744733,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,279.21,45.02,56.62213259848131,1.612327510154187,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,279.01,44.99,56.728387073845134,1.60309076474166,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,277.77,44.99,57.432021555922965,1.60309076474166,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,276.28,45.01,57.756052496686436,1.60309076474166,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,274.93,45.01,57.52430008266072,1.60309076474166,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,274.06,45.03,57.49396837930045,1.6152708751166165,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,273.47,45.07,57.44535751477225,1.58905632373431,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,273.71,45.02,57.55141961759066,1.6369483803712321,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,274.01,45.02,57.520864910048076,1.6369483803712321,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,273.38,45.04,57.67612677702968,1.6608431593621358,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,272.19,45.02,57.9290419392553,1.6612043823684068,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,270.89,45.0,57.40015592313317,1.6613247725836149,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,269.8,45.01,56.88215889011246,1.652240902532074,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,269.11,45.0,56.95434926324767,1.6492422502470643,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,269.27,44.98,56.917282963964475,1.6612043823684068,1.0
418.0,130.0,242.0,216.0,48.0,169.0,41.0,269.84,44.99,56.62556313185768,1.658282243769136,1.0
