max_vibr,max_f1,max_f2,max_f3,max_dist,min_vibr,min_dist,mean_vibr,mean_dist,std_vibr,std_dist,labels
790.0,228.0,579.0,501.0,86.0,0.0,37.0,160.4,52.97,163.38494422681669,17.171170606571934,0.0
790.0,228.0,579.0,501.0,86.0,0.0,37.0,162.68,52.97,163.02814971654436,17.171170606571934,0.0
790.0,228.0,579.0,501.0,86.0,0.0,37.0,163.73,52.98,162.83027083438753,17.1633213568936,0.0
790.0,228.0,579.0,501.0,86.0,0.0,37.0,164.19,53.0,162.6721054760158,17.14934401077779,0.0
790.0,228.0,579.0,501.0,86.0,0.0,37.0,164.53,53.03,162.50615096050979,17.127437052869293,0.0
790.0,228.0,579.0,501.0,86.0,0.0,37.0,164.42,53.01,162.5677200430639,17.141467265085563,0.0
790.0,228.0,579.0,501.0,86.0,0.0,38.0,164.21,53.05,162.71854811299173,17.1086966189713,0.0
790.0,228.0,579.0,501.0,86.0,0.0,38.0,164.25,53.03,162.68579378667334,17.121597472198673,0.0
790.0,228.0,579.0,501.0,86.0,0.0,38.0,164.94,53.05,162.20116029178087,17.107527582909228,0.0
790.0,228.0,579.0,501.0,86.0,0.0,38.0,166.03,53.07,161.53460650894596,17.092252630943648,0.0
790.0,228.0,579.0,501.0,86.0,0.0,38.0,166.81,53.05,160.95693181717897,17.105189271095483,0.0
790.0,228.0,579.0,501.0,86.0,0.0,38.0,167.5,53.07,160.3872501167097,17.093422711674805,0.0
790.0,228.0,579.0,501.0,86.0,0.0,38.0,168.0,53.06,159.94161434723608,17.101356671328737,0.0
790.0,228.0,579.0,492.0,86.0,0.0,39.0,168.25,53.08,159.69817625758913,17.084893912459627,0.0
790.0,228.0,579.0,492.0,86.0,0.0,39.0,168.31,53.07,159.63606704000196,17.091667560539552,0.0
790.0,228.0,579.0,492.0,86.0,0.0,39.0,168.75,53.06,159.23167869491297,17.09843267671046,0.0
790.0,228.0,579.0,492.0,86.0,0.0,39.0,169.56,53.07,158.5758695388425,17.091667560539552,0.0
790.0,228.0,579.0,492.0,86.0,0.0,39.0,170.34,53.06,157.93044165074699,17.09843267671046,0.0
790.0,228.0,579.0,492.0,86.0,0.0,39.0,171.03,53.07,157.3343227016915,17.090497359644043,0.0
790.0,228.0,579.0,492.0,86.0,0.0,39.0,171.6,53.06,156.81607060502438,17.097847817781044,0.0
790.0,228.0,579.0,492.0,86.0,0.0,39.0,171.94,53.08,156.48014698357105,17.08372324758277,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,171.99,53.07,156.42630820932902,17.092252630943648,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,171.85,53.03,156.5738404076492,17.118092767595343,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,171.34,53.04,157.04898726193682,17.110768539139322,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,170.4,53.04,157.78865611950692,17.110768539139322,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,169.58,52.98,158.4575766569715,17.152830670183857,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,169.08,52.97,158.91234565004694,17.159519224034224,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,168.8,52.92,159.18511236921623,17.195743659405952,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,168.59,52.94,159.39366957316716,17.18069847241375,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,168.53,52.96,159.4559785646183,17.167946877830207,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,168.29,52.97,159.69122048503482,17.16126743571115,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,167.34,52.95,160.40537522165522,17.17752892589618,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,166.22,52.95,161.177019453767,17.17752892589618,0.0
790.0,228.0,579.0,492.0,86.0,0.0,38.0,165.35,52.97,161.83036643349726,17.162432811230463,0.0
790.0,228.0,579.0,587.0,86.0,0.0,38.0,164.77,52.96,162.2994057290414,17.169694231406684,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,164.41,52.97,162.61316644109726,17.161850133362663,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,164.35,52.99,162.6601595351486,17.149049536344574,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,164.67,52.96,162.4603370056827,17.169111799973813,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,164.52,52.96,162.53888642414162,17.169111799973813,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,163.66,52.97,162.94626230754727,17.16126743571115,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,161.64,52.97,163.3134115741876,17.16126743571115,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,159.13,52.97,163.54202242848777,17.16126743571115,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,157.26,52.95,164.13205780712067,17.175200144394243,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,156.19,52.95,164.6152298543485,17.175200144394243,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,155.84,52.95,164.7077241661726,17.175200144394243,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,154.54,52.92,164.48017631313508,17.195162110314634,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,152.0,52.91,163.5085930463595,17.202961954268222,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,149.78,52.89,163.1945207413533,17.216791222524595,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,147.74,52.88,163.2540118955733,17.223983279137265,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,144.6,52.87,162.60202950762942,17.23116653044709,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,141.87,52.85,162.37916461171983,17.247246156995615,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,140.14,52.85,162.4378047130655,17.247246156995615,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,139.36,52.88,162.49421651246544,17.227466441702912,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,138.97,52.87,162.32531872754788,17.235228458015865,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,138.53,52.89,161.89036135607336,17.222598526354844,0.0
790.0,228.0,631.0,614.0,86.0,0.0,38.0,138.18,52.85,161.66504755202962,17.252463592194594,0.0
